id,code_old,code,name,description,active,sale_type
l10n_cr_ticofac.activity_12203,12203,0149.0,CRIA DE MARIPOSAS,"SE REFIERE A LOS CRIADEROS DE MARIPOSAS, OBTENCION DE CAPULLOS DE GUSANO DE SEDA Y CAPULLO DE MARIPOSAS DE TODA ESPECIE. GRAVADO EN EL IMPUESTO SOBRE LAS VENTAS DEBIDO A QUE EL DECRETO NO.31189 MAG-H-MEIC QUE LAS EXIMIA DE ESTE IMPUESTO, FUE DEROGADO POR EL DECRETO NO. 31939 MAG-H-MEIC DEL 20/08/2004.",False,goods
l10n_cr_ticofac.activity_12204,12204,0149.0,CRIA Y VENTA DE OTROS ANIMALES SEMIDOMESTICADOS O SALVAJES,"ESTA CLASE INCLUYE LA CRIA DE ANIMALES EN CAUTIVERIO SEMIDOMESTICADOS O SALVAJES COMO LOS PAJAROS, INSECTOS, REPTILES, CONEJOS Y VISONES.",False,goods
l10n_cr_ticofac.activity_12303,12303,1050.0,PRODUCCION DE QUESO Y OTROS PRODUCTOS LACTEOS EXENTOS DEL IMPUESTO SOBRE LAS VENTAS,"EN ESTA CLASE SE INCLUYE LA PRODUCCION DE LECHE AGRIA, LECHE EN POLVO, LECHE FRESCA, LECHES MODIFICADAS Y SUCEDANEOS DE LECHE, FORMULAS PARA LACTANTES, LECHE Y CREMAS FRESCAS INCLUSO SUEROS DE MANTEQUILLA O DE QUESO, LECHE DESCREMADA, CREMAS AGRIAS, CUAJADA NO ENVASADA, NATILLA FRESCA, QUESO BLANCO TIPO DURO, SEMIDURO NO ENVASADO, REQUESON NO ENVASADO, SUERO DE LECHE NO ENVASADO. TODO LO ANTERIOR DE CONFORMIDAD CON EL ART.5 DEL REGLAMENTO DE LA LEY DEL IMPUESTO SOBRE LAS VENTAS. LA PRODUCCION DE OTROS PRODUCTOS LACTEOS AFECTOS AL IMPUESTO, SE ENCUENTRAN EN EL CODIGO 152001.",False,goods
l10n_cr_ticofac.activity_12401,12401,0146.9,"PRODUCCION Y VENTA DE HUEVOS DE CUALQUIER TIPO, EXCEPTO LOS DE GALLINA","INCLUYE LA PRODUCCION Y VENTA DE HUEVOS DE TODO TIPO DE AVES DE CORRAL, ASI COMO LA INDUSTRIALIZACION DE HUEVOS ENTEROS, YEMAS DE HUEVO Y HUEVOS EN CONSERVA. SE EXCEPTUAN DE ESTA CLASE LOS HUEVOS DE GALLINA FRESCOS CON CASCARON, LOS CUALES SE ENCUENTRAN EXENTOS DEL IMPUESTO SOBRE LAS VENTAS Y SE CLASIFICAN EN EL CODIGO 522008",False,goods
l10n_cr_ticofac.activity_12402,12402,0149.0,PRODUCCION Y VENTA DE MIEL DE ABEJA NATURAL,ESTA CLASE INCLUYE LA PRODUCCION Y VENTA DE MIEL DE ABEJA NATURAL,False,goods
l10n_cr_ticofac.activity_12403,12403,0146.2,PRODUCCION DE HUEVOS DE GALLINA INCLUIDOS EN LA CANASTA BASICA,EN ESTA CLASE SE INCLUYE LA PRODUCCION DE HUEVOS DE GALLINA FRESCOS CON CASCARON EXENTOS DEL IMPUESTO GENERAL SOBRE LAS VENTAS.,False,goods
l10n_cr_ticofac.activity_13001,13001,0150.0,CULTIVO DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACI,"ESTA CLASE COMPRENDE LA EXPLOTACION MIXTA DE CULTIVOS Y ANIMALES SIN ESPECIALIZACION EN NINGUNA DE LAS ACTIVIDADES. SI EL CULTIVO DE PRODUC AGRIC O LA CRIA DE ANIMALES REPRESENTAN POR UNIDAD UNA PROPORCION IGUAL O SUPERIOR AL 66%, LA ACTIVIDAD MIXTA NO DEBE CLASIFICARSE EN ESTA CLASE, SINO ENTRE LOS CULTIVOS O LAS ACTIV DE CRIA DE ANIMALES.",False,goods
l10n_cr_ticofac.activity_14001,14001,8130.0,SERVICIO DE JARDINERIA Y/O DISEÑO PAISAJISTA,"INCLUYE LAS ACTIVIDADES POR CONTRATA O A CAMBIO DE UNA RETRIBUCION EL CUIDO, RECORTE E INSTALACION DE PRADOS Y JARDINES",False,goods
l10n_cr_ticofac.activity_14002,14002,0163.9,RECOLECCION DE COSECHAS Y ACTIVIDADES CONEXAS,"INCLUYE LAS ACTIVIDADES POR CONTRATA O A CAMBIO DE UNA RETRIBUCION SUMINISTRO DE MAQUINARFIA AGRICOLA ( INCLUYE OPERARIOS), LA RECOLECCION DE COSECHAS DE TODO TIPO DE CULTIVOS Y ACTIVIDADES RELACIONADAS CON LA MISMA TALES COMO: CORTA, LIMPIEZA, SECADO, DESCASCARILLADO, ENRIADO, REFRIGERACION Y ENVASE A GRANEL. ASI COMO LAS ACTIVIDADES DE CONTRATISTAS DE MANO DE OBRA PARA EL SECTOR AGROPECUARIO Y GANADERO.",False,goods
l10n_cr_ticofac.activity_14003,14003,0161.2,FUMIGACION DE CULTIVOS,EN ESTA CLASE SE INCLUYE LOS SERVICIOS POR CONTRATA O A CAMBIO DE RETRIBUCION DE CUALQUIER ACTIVIDAD FITOSANITARIAS POR EJEMPLO: FUMIGADO AEREO O TERRESTRE PARA EL CUIDADO DE TODO TIPO DE CULTIVOS O PREPARACION DE TERRENOS PARA USO AGRICOLA,False,goods
l10n_cr_ticofac.activity_14004,14004,0161.9,SERVICIO DE PLANTACION DE ARBOLES Y SIMILARES,"EN ESTA CLASE SE INCLUYE EL SERVICIO A CAMBIO DE UNA RETRIBUCION O POR CONTRATO, DE PLANTACION DE ARBOLES, PLANTAS, ETC. PRESTADOS POR UNA EMPRESA O INDIVIDUO.",False,goods
l10n_cr_ticofac.activity_14005,14005,0161.2,MANEJO E INSTALACION DE SISTEMAS DE RIEGO,"ESTA CLASE INCLUYE MANEJO DE SISTEMAS DE RIEGO CON FINES AGRICOLAS, LOS CUALES SIRVEN PARA HUMEDECER EL SUELO DESTINADO A LA PRODUCCION AGRICOLA.",False,goods
l10n_cr_ticofac.activity_141001,141001,0810.0,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA","SE REFIERE A LA EXPLOTACION DE CANTERAS QUE PRODUCEN PIEDRA PARA CONSTRUCCION, PIEDRA SIN LABRAR, CANTERAS DE ARENA, ARCILLA PARA INDUSTRIA.",False,goods
l10n_cr_ticofac.activity_15001,15001,0170.0,"CAZA ORDINARIA MEDIANTE TRAMPAS, Y REPOBLACION DE ANIMALES DE CAZA, INCLUSO LAS ACTIVIDADES DE SERVICIOS CONEXAS.","EN ESTA CLASE SE INCLUYEN LA CAZA ORDINARIA Y MEDIANTE TRAMPAS EFECTUADAS CON FINES COMERCIALES: LA CAPTURA DE ANIMALES, VIVOS O MUERTOS, PARA ALIMENTO, POR SUS PIELES Y CUEROS, Y PARA SU UTILIZACION EN INVESTIGACIONES, EN PARQUES ZOOLOGICOS Y COMO ANIMALES CASEROS; LA CAPTURA DE MAMIFEROS MARINOS, COMO POR EJEMPLO MORSAS Y FOCAS. PRODUCCION DE PIELES FINAS, CUEROS DE REPTILES Y OLUMAS DE AVES MEDIANTE ACTIVIDADES DE CAZA ORDINARIA Y CON TRAMPAS. REPRODUCCIONY REPOBLACION DE ANIMALES DE CAZA. ACTIVIDADES DE SERVICIOS PARA PROMOVER LA CAZA ORDINARIA Y MEDIANTE TRAMPAS CON FINES COMERCIALES",False,goods
l10n_cr_ticofac.activity_20001,20001,0210.0,VENTA DE ARBOLES EN PIE (ARBOLES DE REFORESTACION),"ESTA ACTIVIDAD SE BASA EN LA PLANTACION DE ARBOLES DE REFORESTACION, LOS CUALESUNA VEZ LISTOS PARA LA PRODUCCION DE MADERA, SON VENDIDOS EN PIE A TERCERAS PERSONAS QUIENES LOS TALAN Y SACAN LA MADERA PARA LA VENTA.ESTA ACTIVIDAD NO ESTA SUJETA AL IMPUESTO DE VENTAS,DE CONFORMIDAD CON LOS ARTICULOS 9 DE LA LEY DEL IMPUESTO GENERAL SOBRE LAS VENTAS Y 5 DE SU REGLAMENTO.",False,goods
l10n_cr_ticofac.activity_20002,20002,0220.0,EXTRACCION Y/O VENTA DE MADERA,"EN ESTA CLASE SE INCLUYE LA EXTRACCION DE MADERA PARA LA VENTA, REALIZADA PORCAMPAMENTOS MADEREROS, CONTRATISTAS Y LEÑADORES QUE SE DEDICAN PRINCIPALMENTE ALA TALA DE ARBOLES Y A PRODUCIR MADERA EN BRUTO, COMO ENTIBOS, TROZAS, ESTACAS,DURMIENTES, ETC. LA VENTA DE MADERA SE ENCUENTRA AFECTA AL 10% DEL IMPUESTOSOBRE LAS VENTAS.",False,goods
l10n_cr_ticofac.activity_20005,20005,0210.0,"ACTIVIDADES DE CONSERVACION DE BOSQUES. (SERVICIOS AMBIENTALES, VENTA DE OXIGENO).","ESTA ACTIVIDAD LA REALIZAN LOS FINQUEROS QUE CONSERVAN SUS BOSQUES PRIVADOS. ESTA REMUNERACION ECONOMICA DE PROPIETARIOS DE BOSQUES PRIVADOS EN EL PAIS ES POR LA VENTA DE CERTIFICADOS DE FIJACION DE CARBONO AL SUELO, LO QUE SE CONOCE COMO VENTA DE OXIGENO. ESTOS CERTIFICADOS DE FIJACION DE CARBONO SIRVEN PARA QUE LOS PAISES INDUSTRIALIZADOS CUMPLAN CON SU CUOTA PARA DISMINUIR LA GENERACION DE GASES DE EFECTO INVERNADERO, YA QUE ALGUNAS NACIONES INDUSTRIALIZADAS NO TIENEN SUFICIENTES BOSQUES, COMPRAN ESTOS CERTIFICADOS A PAISES COMO COSTA RICA, QUE CUENTAN CON PLANES DE CONSERVACION DE BOSQUES. EXENTA DE OBLIGACIONES SEGUN OFICIO DGT-1326-07 DEL 18 DE OCTUBRE DE 2007",False,goods
l10n_cr_ticofac.activity_50001,50001,0311.0,PESCADORES ARTESANALES EN PEQ. ESCALA,EN ESTA CLASE SE INCLUYE LOS PESCADORES ARTESANALES EN PEQUEÑA ESCALA,False,goods
l10n_cr_ticofac.activity_50002,50002,0311.0,PESCADORES ARTESANALES MEDIOS,EN ESTA CLASE SE INCLUYE LOS PESCADORES ARTESANALES DE MEDIANA ESCALA,False,goods
l10n_cr_ticofac.activity_50003,50003,0321.0,"CRIADERO DE PECES, CRUSTACEOS O MOLUSCOS. COMERCIALIZACION DE LARVAS DE ESPECIES MARINAS","REPRODUCCION Y CRIA DE TODO TIPO DE PECES, CRUSTACEOS O MOLUSCOS. EXPLOTACION DE CRIADEROS DE LARVAS DE ESPECIES MARINAS COMO: OSTRAS, EMBRIONES DE MEJILLONES Y OTROS MOLUSCOS, CRIAS DE BOGAVANTES, CAMARONES EN ESTADO POSLARVAL Y OTROS EMBRIONES DE CRUSTACEOS, Y ALEVINES Y JARAMUGOS.",False,goods
l10n_cr_ticofac.activity_50005,50005,0311.0,PESCADORES EN GRAN ESCALA,"SE REFIERE A LA PESCA DE ALTURA, COSTERA E INTERIOR, REALIZADA CON FINES COMER- CIALES, DE TODO TIPO DE PESCADO, CRUSTACEOS Y MOLUSCOS MARINOS, CUALQUIE OTRO TIPO DE ANIMALES ACUATICOS.",False,goods
l10n_cr_ticofac.activity_101001,101001,0510.0,EXTRACCION Y AGLOMERACION DE CARBON DE PIEDRA,"EN ESTA CLASE SE INCLUYE LA EXTRACCION DE DIVERSOS TIPOS DE CARBON DE PIEDRA: ANTRACITA, CARBONES BITUMINOSOS Y OTROS TIPOS DE CARBON MINERAL. EXTRACCION EN MINAS SUBTERRANEAS Y A CIELO ABIERTO LAS OPERACIONES MINERAS INCLUYEN LA LIMPIEZA, CRIBADO, CLASIFICACION, PULVERIZACION Y OTRAS ACTIVIDADES PARA CLASIFICAR, MEJORAR LA CALIDAD Y FACILITAR EL TRANSPORTE. SE INCLUYEN LAS OPERACIONES PARA RECUPERAR EL CARBON MINERAL DE ESCOMBRERAS. FABRICACION DE BRIQUETAS Y OTROS COMBUSTIBLES SOLIDOS COMPUESTOS PRINCIPALMENTE DE CARBON DE PIEDRA. GASIFICACION IN SITU DEL CARBON.",False,goods
l10n_cr_ticofac.activity_111001,111001,0620.0,EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL,"SE INCLUYE LA EXTRACCION DE PETROLEO CRUDO Y DE MINERALES BITUMINO SOS, ES DECIR,PRODUCTOS NATURALES,CUALESQUIERA SEA SU COMPOSICION E INDEPENDIENTEMENTE DE QUE SEAN OBTENIDOS MEDIANTE LA PERFORACION DE POZOS EN YACIMIENTOS DE PETROLEO NORMAL O CONDENSADO, O MEDIANTE LA EXTRACCION DE MINERALES BITUMINOSOS. LA EXTRACCION DE PETROLEO CRUDO PUEDE INCLUIR LOS PROCESOS SIGUIENTES: DECANTACION; DESHITRATACION; ESTABILIZACION;ELIMINACION DE FRACCIONES MUY LIVIANAS Y OTROS PROCESOS MENOS IMPORTANTES,SIEMPRE QUE NO ALTEREN LAS PROPIEDADES FUNDAMENTALES DEL PRODUCTO. PRODUCCION DE HIDROCARBUROS CRUDOS EN ESTADO GASEOSO (GAS NATURAL). EXPLOTACION CON EL MISMO FIN DE DEPOSITOS DE ARENAS ALQUITRANADAS Y ESQUISTOS BUTUMINOSOS. LA EXTRACCION INCLUYE LAS OPERACIONES DE PERFORACION, TERMINACION Y EQUIPAMIENTO DE POZOS NO REALIZADAS POR CONTRATA NI A CAMBIO DE UNARETRIBUCION. TAMBIEN INCLUYE LA LICUEFACCION Y REGASIFICACION DEL GAS NATURAL PARA FACILITAR SU TRANSPORTE Y LA PRODUCCION EN LUGAR DE EXTRACCION, CON GASES DE PETROLEO Y DE YACIMIENTOS DE GAS, DE HIDROCARBUROS LIQUIDOS.",False,goods
l10n_cr_ticofac.activity_120001,120001,0721.0,EXTRACCION DE MINERALES DE URANIO Y TORIO,"EN ESTA CLASE SE INCLUYE LA EXTRACCION DE MINERALES ESTIMADOS PRINCIPALMENTE POR SU CONTENIDO DE URANIO O TORIO, COMO POR EJEMPLO LA PECBLENDA. TAMBIEN SE INCLUYE LA CONCENTRACION DE ESOS MINERALES.",False,goods
l10n_cr_ticofac.activity_142101,142101,0891.0,EXTRACCION DE MINERALES Y SUSTANCIAS PARA LA FABRICACION DE ABONOS,"EN ESTA CLASE SE INCLUYE LA EXTRACCION DE MINERALES, ESTIMADOS POR SU CONTENIDODE POTASIO, NITROGENO, POTASIO, AZUFRE, BARIO, BORATOS NATURALES SULFATOS DEMAGNESIO Y OTROS MINERALES COMO TIERRAS COLORANTES Y FLUORITA.",False,goods
l10n_cr_ticofac.activity_142201,142201,0893.0,EXTRACCION DE SAL,"SE INCLUYE EXTRACCION, MOLIENDA Y CRIBADO (PURIFICAR) DE SAL.",False,goods
l10n_cr_ticofac.activity_142901,142901,0899.0,EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.,"EN ESTA CLASE SE INCLUYE LA EXTRACCION EN MINAS Y CANTERAS DE MINERALES Y OTROS MATERIALES NO CLASIFICADOS EN OTRAS PARTE: MATERIALES ABRASIVOS, PIEDRAS PRE- CIOSAS.",False,goods
l10n_cr_ticofac.activity_142902,142902,4690.0,VENTA DE ASFALTO/MEZCLA ASFALTICA,"ASTA CLASE INCLUYE LA VENTA DE MEZCLA DE ASFALTO CAPA ASFALTICA, Y LA QUE SE DE NOMINA MACADAM ALQUINATRADO (NO ES ASFALTO) LA CLASIFICASION ARANCELARIA ES LA 2517.30.00.00 SUJETA AL IMPUESTO GENERAL SOBRE LAS VENTAS.",False,goods
l10n_cr_ticofac.activity_151101,151101,1010.9,"PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNES Y EMBUTIDOS (SIN ENVASAR)","EN ESTA CLASE SE INCLUYEN LA EXPLOTACION DE CARNE CON O SIN MATADEROS, LA PRE- PARACION Y CONSERVACION DE CARNE DE VACA, CERDO, OVEJA, CABRA, CABALLO, AVES DE CORRAL, CONEJO, ESPECIES DE CAZA Y OTROS ANIMALES, ASIMISMO, SE INCLUYE LA ELABORACION DE EMBUTIDOS SIN ENVASAR O EMPACAR. SI DICHOS EMBUTIDOS SON ENVASADOS O ENLATADOS, SE INCLUYEN EN EL CODIGO 151105.",False,goods
l10n_cr_ticofac.activity_151103,151103,1010.1,PRODUCCION DE CUEROS Y PIELES SIN CURTIR,"EN ESTA CLASE SE INCLUYE LA PRODUCCION DE CUEROS Y PIELES SIN CURTIR Y OTROS SUBPRODUCTOS CONEXOS, TALES COMO LANA DE MATADERO, PLUMAS Y PLUMONES, DIENTES Y HUESOS.",False,goods
l10n_cr_ticofac.activity_151105,151105,1010.1,"PRODUCCION DE EMBUTIDOS EMPACADOS, ENVASADO Y ENLATADO","ESTA CLASE INCLUYE LA PRODUCCION DE EMBUTIDOS EMPACADOS, ENLATADOS Y ENVASADOS COMO:CHORIZO, MORTADELA, PATE, SALCHICHAS, SALCHICHON Y SIMILARES.",False,goods
l10n_cr_ticofac.activity_151201,151201,1020.0,ELABORACION Y CONSERVACION DE PESCADO Y SUS DERIVADOS,"INCLUYE LA CONSERVACION DE PESCADO MEDIANTE PROCESOS DE SESECACION, AHUMADO, SALADURA, INMERSION EN SAL, Y ENLATADO. PRODUCCION DE PESCADO COCIDO, FILETES FRESCOS, REFRIGERADOS O CONGELADOS. PRODUCCION DE PESCADO FERMENTADO Y DE HARINA DE PESACADO PARA CONSUMO HUMANO Y ALIMENTO ANIMAL. ASIMISMO, SE INCLUYE LA ELABORACION Y CONSERVACION DE PESCADO, CRUSTACEOS Y MOLUSCOS REALIZADOS EN BUQUES.",False,goods
